address,japanese,korean,length
0x002727F9,τττττττカτオτカτエτττェτττウτィτアτィτ,해독 불가,13
0x00272851,τττττττττカ,판독 불가,13
0x0027D123,アゥェォカギグゲゴシスセソダヂツデドニネバヒピブベホポ,해독 불가,13
0x0035D61A,色宇В,판독 불가,13
0x0035D736,色宇В,판독 불가,13
0x0035D7F2,色宇В,판독 불가,13
0x0035D8A2,色宇В,판독 불가,13
0x0039F8D1,琶恍卮,해독 불가,13
0x0039FF7C,万殳函,해독 불가,13
0x003BB366,鴇恙匸,해독 불가,13
0x003BB4E6,鴇恙匸,해독 불가,13
0x003C1D0E,駅聾琳,해독 불가,13
0x003C606E,僮派僭,해독 불가,13
0x003C6E25,葵肘葵,해독 불가,13
0x003D1345,毎汚沿,해독 불가,13
0x00444D13,劔劔劔劔劔劔劔劔劔劔,판독 불가,13
0x00444D54,劔劔劔劔劔劔劔劔劔劔,판독 불가,13
0x004A0B3A,晦鵙晒,의미 불명,13
0x004A0F62,れ檜隷,의미 불명,13
0x004A2A97,泗辧淹,의미 불명,13
0x004A51AA,架懸仆,의미 불명,13
0x004A51E4,岔崋飭,의미 불명,13
0x004A5594,慘桓弧,의미 불명,13
0x004A5877,渇蓑竃,의미 불명,13
0x004A6360,穐匱卿,의미 불명,13
0x004A6451,慄忱慄,의미 불명,13
0x004A80B0,冓囮劔,의미 불명,13
0x004A93AC,剽雄幌,의미 불명,13
0x004A952A,忱惧凉,의미 불명,13
0x004C17E1,層僖肺,판독 불가,13
0x004C1B7B,賢鄒騰,판독 불가,13
0x004C2AF4,滑桓街,판독 불가,13
0x004C34C8,悃伊彷,판독 불가,13
0x004C38E3,嘩壕絢,판독 불가,13
0x004C432A,們音叺,판독 불가,13
0x004C455B,嚮−養,판독 불가,13
0x004C556B,減棺下,판독 불가,13
0x004C65D8,劔駅刪,판독 불가,13
0x004C6612,蕗吏葺,판독 불가,13
0x004C7172,鯰惓咀,판독 불가,13
0x004C72E6,岌叺壥,판독 불가,13
0x004C7588,齷囹圷,판독 불가,13
0x004C995F,透φ磆,판독 불가,13
0x004CF8BC,手闊手闊樣髯樣髯樣髯,판독 불가,13
0x004D56F7,蘓髷蘓,판독 불가,13
0x004DAA73,旧克署,판독 불가,13
0x004DC2D2,儕啀娜,판독 불가,13
0x004DC2DB,抉霸蘖,판독 불가,13
0x004DC450,娠善宙,판독 불가,13
0x004DE0D5,咳輝訓,판독 불가,13
0x0052CFEE,褓活鷙,판독 불가,13
0x0052E21C,茗鵐茯,판독 불가,13
0x0052EA6D,吩棘鵐,판독 불가,13
0x0052EDC5,悠囮嶂,판독 불가,13
0x0052F0C7,法諭蓮,판독 불가,13
0x0052F180,紂隋褞,판독 불가,13
0x0052F189,蹇錙顱,판독 불가,13
0x0052F25D,繊羨腺,판독 불가,13
0x0052F295,糎噌塑,판독 불가,13
0x0052F2CE,僧創続,판독 불가,13
0x0052F312,尉禾干,판독 불가,13
0x0052F31B,佼朔竺,판독 불가,13
0x0052F32E,斑蔽銘,판독 불가,13
0x0052F337,价卉壯,판독 불가,13
0x0052F340,慯昵榱,판독 불가,13
0x0052F388,眈眇眄,판독 불가,13
0x0052F3DC,瑰碵糂,판독 불가,13
0x005422AD,剩棚僮,판독 불가,13
0x00542D65,毎漠鉛,판독 불가,13
0x00543C67,ｄＺ翌,판독 불가,13
0x005DA256,粐蓙鉗鳬鳬鳧韈鉗粐珎,판독 불가,13
0x0072CA7C,泅濫註緒緒瑞樗楓履泙,판독 불가,13
0x0072CB91,剩鋳錘轟訣緒署瀦吏悄,판독 불가,13
0x0072CBF4,恫柏詩詩活且随嵩侭屓,판독 불가,13
0x007386AB,荘聡柱麹国鱒蒼貯囗洶,판독 불가,13
0x0073B913,尅訣訣麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹訣訣訣訣圏,해독 불가,13
0x0073BFA2,牛訣訣訣訣訣訣訣血鯛,판독 불가,13
0x0073BFCB,且訣訣訣訣血麹屆,판독 불가,13
0x0073D2F3,囈伯轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟麹蔓,해독 불가,13
0x0073D3EB,剌訣訣訣訣訣訣倦,판독 불가,13
0x0073E6FC,雷轟轟轟轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹麹麹麹訣訣訣訣訣訣訣轟澄,해독 불가,13
0x0073F404,轢膚宙翠所所暑視至所,판독 불가,13
0x0073FA77,叶縁鰹兜居阜轟轟麹怛,판독 불가,13
0x00748D05,攪滑ム÷÷私ｓ墅,판독 불가,13
0x00748DDF,÷÷÷ロ悼決去ц腰密,판독 불가,13
0x0076FB29,砌肆粐鞴蒻鳬韭鉅,판독 불가,13
0x007906D0,淦拳阜囁血血盗椨,판독 불가,13
0x00794E36,倹牛血緒随据獄菅,판독 불가,13
0x00798C1E,劒劒劒劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔劔囹圄,해독 불가,13
0x0079902E,劒劔劔囮囮囗悚圈,판독 불가,13
0x007AA4CF,椌尹剽覧覧吏圀撼,판독 불가,13
0x007AA620,撓剽蘭覧覧劒屎棕,판독 불가,13
0x007BA507,囁窮р＝≠ｂａ÷,판독 불가,13
0x007D692B,仝〃ゞ５ヾ＿￣∪,판독 불가,13
0x007D6E7F,仝〃ゞ５ヾ＿￣∪,판독 불가,13
0x007D81B8,〜…“］〈「』−,판독 불가,13
0x007D83CE,〕）”’‥｜〜／,판독 불가,13
0x007D93BF,υυυ菖υυυ衝,판독 불가,13
0x007DB6AA,ァゥ　．，，，。,판독 불가,13
0x007DC5C2,¨´：。　汽々∪,판독 불가,13
0x007DCF54,鼓鼓鼓鼓鼓鼓鼓原,판독 불가,13
0x007E0382,ァケァケァケァ織,판독 불가,13
0x007ECC56,鼓鼓鼓鼓鼓鼓鼓原,깨진 문자열,16
0x007F32C1,顧顧顧顧顧顧顧原,깨진 문자열,16
0x007F60F1,τカτオτカτウτττゥτττイτアτァτアτィτζ,해독 불가,13
0x007F65DE,顧顧顧顧顧顧顧原,깨진 문자열,16
0x0080089B,アゥェォカギグゲゴシスセソダヂツデドニネバヒピブベホポ,해독 불가,13
0x008A298C,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x008A47CC,劔飭劔勦劔凉劔凉,깨진 문자열,16
0x008A64D8,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x008A82A8,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x008AAF18,劔凉劔劔劔劔劔劔,깨진 문자열,16
0x008AAF98,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008AAFBC,劔勦劔劔劔劔劔劔,깨진 문자열,16
0x008AC8D0,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008AFA80,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008B31D0,囮劵活哀活哀活哀,깨진 문자열,16
0x008ED57C,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008F0124,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x009412A1,沓掘靴沓掘靴沓掘,깨진 문자열,16
0x00BC2191,劔剪劔劔劔劔劔劔,판독 불가,13
0x00BC2D91,劔儚劔剳劔劔劔劔,판독 불가,13
0x00C2BB0C,劔劔劔劔囮劔囮劔,판독 불가,13
0x00C502B6,ａ＝＝＝＝＝＝硫,판독 불가,13
0x00C5048D,泓葬国泊葬窓株勍,판독 불가,13
0x00C59739,囁拷健燈博給穀妛,판독 불가,13
0x00C9AD65,沮惧惧惧惧惧惧悵,판독 불가,13
0x00CBC716,沱悍囹劍末封粕惆,판독 불가,13
0x00CBDEFC,泝濫聡詩誌蒼繭洟,판독 불가,13
0x00CBE095,攪葡錘轟克崇蕗擇,판독 불가,13
0x00CBE163,撕亦錘詩誌蒼繭洟,판독 불가,13
0x00CBE22F,泅俣随轟訣書迫屏,판독 불가,13
0x00CBE2FD,椢欄聡詩試崇蕗擇,판독 불가,13
0x00CBE3CA,恫白庶轟克崇蕗椒,판독 불가,13
0x00D64C9F,仝〃ゞ５ヾ＿￣∪,판독 불가,13
0x00D65FD8,〜…“］〈「』−,판독 불가,13
0x00D741EA,鼓鼓鼓鼓鼓鼓鹸,의미 불명,13
0x00D7462F,繰栗隈繰栗隈誤,의미 불명,13
0x00D746F6,￣〇／”〕」＋,의미 불명,13
0x00D74706,謁〉…―¨；,의미 불명,13
0x00D74F03,繰栗隈繰栗隈誤,의미 불명,13
0x00D74FCB,￣〇／”〕」＋,의미 불명,13
0x00D74FDB,謁〉…―¨；,의미 불명,13
0x00D7BFD2,゛ヽ￣¨、．∪,의미 불명,13
0x00E88C50,劔劔劔劔劔劔劔劔,[깨진 문자열],18
0x00E8A524,劔劔劔劔劔劔劔劔,[깨진 문자열],18
0x00E8A548,劔勦劔劔劔劔劔劔畿,깨진 문자열,16
0x00E8BE00,劔劔劔劔劔劔劔劔,[깨진 문자열],18
0x00E8F550,囮劵活哀活哀活哀,[깨진 문자열],18
