address,japanese,korean,length
0x0008ACCD,聿葯胝,삼달두,6
0x0008AFF2,聚砌韭,조림답,6
0x0008B1F2,褂鱠簽,율약지,6
0x0008E83B,鴆鱸鋩,취체구,6
0x0008E892,粃聆粹,괘회첨,6
0x0008E8AC,齏聽肬鳧褄胙,대대,12
0x0008EA0C,赱矣釶,짐로망,6
0x0008EBDE,釶肛鉋,비령수,6
0x0008EE92,鱚裴竟,주의시,6
0x000904E1,鱧赱瑟,시항포,6
0x000955C2,赱裼褌,패패묘,6
0x000956F7,鱧蓚鳬,혼앵애,6
0x000968D2,礦赭褥,주석곤,6
0x00096998,囮爆昼,예수부,6
0x00096B7E,磑葩肬,광자욕,6
0x00096BF9,釟砒跟,와폭주,6
0x00096D7D,鱚鴦釉,애파우,6
0x00098A0D,鱠矣蓆,팔비근,6
0x000993EA,鈔砌鴪,희앙유,6
0x0009A36A,鞣矼鴃,회의석,6
0x0009DDD5,韈韋蓆,방어선,6
0x0009E46B,鱶韆襁,공병대,6
0x000A4FBD,鮟嚶糞,노부도,6
0x000A5004,箙恊隆,치매상,6
0x000A6219,梺荘岫,안앵분,6
0x000A7100,琅韈鴟,복협륭,6
0x000A854E,珞粢銕,랑말치,6
0x000A8A00,投鰹勸,낭이항,6
0x000A8C47,豼搴治,낙자철,6
0x000A9CD8,郛搶崕,투견권,6
0x000AAEC3,嚮ヤ拳,치건치,6
0x000AB29B,尅旧硲,부창애,6
0x000AB33D,嚴滑頗,향야권,6
0x000AB7E3,落件未,극구협,6
0x000AC52E,棘剱弌,엄활파,6
0x000AD0C2,沱撈洟,낙건미,6
0x000B0E15,篌刎奥,극검일,6
0x000B2024,專藻劼,타로이,6
0x000B2C1B,矗肆鴈,후문오,6
0x000B5FB1,珞玻糲,전조힐,6
0x000B620F,赱玻肄,촉사안,6
0x000B6242,鈞粃粭,낙파려,6
0x000B6275,鱆蓙蒿,주파이,6
0x000B62C2,趺韋裔,균비합,6
0x000B6DC5,←踵篷,장좌호,6
0x000B6E8F,笄愿肓,부위예,6
0x000B7DF8,泛沾棔,←종봉,6
0x000B7E5F,棡惧悚惧惧惧,보병대,12
0x000B7F2E,沮惧惧惧惧惧,기갑대,12
0x000B8D3C,珞蒹裨,계원황,6
0x000B8DA3,砌聿韵,범점혼,6
0x000B8E09,矮聽跪,락겸비,6
0x000B8E6F,矣粐跛,체율운,6
0x000B8FA2,矜矼跋,왜청궤,6
0x000B9009,珮砒鴃,의료파,6
0x000B920A,砒跖鴆,←불명,6
0x000B9270,矼褂韲,박체제,6
0x000B92D6,珞裹裲,비척짐,6
0x000B93A3,矣砌齏,강괘제,6
0x000B940A,珮肄頏,낙과양,6
0x000BA310,摎擧濤,의체제,6
0x000BA376,髄理密,패이항,6
0x000BA3A8,梺漠沽,교거도,6
0x000BA3DB,剏送剩,수리밀,6
0x000BAD3C,棍悚撥,하막고,6
0x000BB134,擅剿酔視虫慯,전차대,12
0x000BB237,恣箔履崢矮,보병대대,10
0x000BB2CE,棍恣涛蕗侶,기갑대대,10
0x000BB301,棍搗鋳曝亶,전차대대,10
0x000BB334,屎將蒼曝劭,포병대대,10
0x000BB367,泛專駐迫弌,보병부대,10
0x000BB400,沾恍崇舶剽,기갑부대,10
0x000BB468,恣鋳粕剿卩,전차부대,10
0x000BB6CD,亦聡崇白椛,포병부대,10
0x000BB733,囀草書柏鉛,보병중대,10
0x000BB799,摶随緒聡轄,기갑중대,10
0x000BB7CC,椈綜麹誌滑,전차중대,10
0x000BB7FF,沽虫試随焔,포병중대,10
0x000BB866,恂渚誌衰穐,보병연대,10
0x000BB9CC,恍署緒号焚,기갑연대,10
0x000BB9FF,將署署合垉,전차연대,10
0x000BC52F,棡剔署緒縛,포병연대,10
0x000BC5C8,椦乱署緒筒泪,보병대,12
0x000BC5FB,棡乱諮試痘椶,기갑대,12
0x000BC62E,撓武署緒祷泙,전차대,12
0x000BC661,棡卵書緒伏泪,포병대,12
0x000BC694,椦拍試誌著棕,보병 부대,12
0x000BC6C7,撓乱誌試貯,보병사단,10
0x000BC72D,沮乱緒誌苧,기갑사단,10
0x000BC760,椦乱克誌猪泪,기갑 부대,12
0x000BC793,棡鱒試訣装椒,전차 부대,12
0x000BC7F9,棡酪試訣薯圍,포병 부대,12
0x000BC82D,攪錘詩署筒,전차사단,10
0x000BC860,棘棟詩刻丁,포병사단,10
0x000BC893,棘棟轟刻走棗,대대 공격,12
0x000BC8C7,椈柏誌髄蔓,보병대,10
0x000BC8FA,恬博月書駁,기갑대,10
0x000BC9C7,泝拍瑞葬丕,포병 진지,10
0x000BCA2E,棘聡瑞藻撻,정예 기갑,10
0x000BCB61,椏酎崇漠泪,전차 포격,10
0x000BCC60,沐葬書苧泯,보병 매복,10
0x000BD02C,悁覧李,창송잉,6
0x000BD191,尨武瑞当痢,기갑 돌격,10
0x000BD22B,撓蕪箔迫撻,포병 압박,10
0x000BD25E,撥又涛風椒,전차 강습,10
0x000BD291,撓又箔迫悗,기갑 압박,10
0x000BD2F7,撥欄湯迫國,포병 진격,10
0x000BD32B,尨白鋳葺椒,전차대,10
0x000BD3C4,囓盗髄燈屬,보급 부대,10
0x000BD42A,尸俣涛葺洟,포병 방어,10
0x000BD45D,尨亦荘薄屬,기갑 방어,10
0x000BD529,恙藍部蕗洟,보병 지원,10
0x000BD65C,尸部舶繭洟,전차 지원,10
0x000BD72A,悁劍屐,공포봉,6
0x000BD7C3,剿部灯吏擒,포병 지휘,10
0x000BD88F,沽柏麹給薯副,대대 지원,12
0x000BD8F6,囑註詩諮猪屬,보병 공격,12
0x000BD929,恬盗詩誌嵩屬,방어,12
0x000BD95C,恬泊詩刻数圓,보병 지원,12
0x000BD98F,棘泊渚克藷辧,기갑 공격,12
0x000BD9C2,泅葡錘刻嵩辧,전차 공격,12
0x000BD9F5,椈淘渚訣資璃,포병 공격,12
0x000BDA29,恫白錘署縛,기갑 포위,10
0x000BDA5B,泅葡錘麹藷劬,전차 지원,12
0x000BDA8F,囗盗渚麹遭椄,기갑 지원,12
0x000BDAC2,恬淘錘麹趨擘,포병,12
0x000BDAF5,椢俣盗崇万,보병대,10
0x000BDB28,恬盗詞血助圓,보병 정찰,12
0x000BDB5B,椢俣酎緒著,기갑대,10
0x000BDB8E,棘亦草瑞丁,전차대,10
0x000BDC28,囑盗緒諮慢,포병대,10
0x000BDC5B,恬泊瑞崇理,보병 지원,10
0x000BDC8E,尠衷緒署万,전차 지원,10
0x000BDCC1,尠註庶誌筒,포병,10
0x000BDCF4,椢蕪荘葬万,기갑 돌격,10
0x000BDD27,棘蕪草蒼理,전차 돌격,10
0x000BDD8E,尢湯酎祷撻,포병 사격,10
0x000BDE8E,摶註試賜蕗椄,보병대,12
0x000BDEC1,對錘轟刻痘孱,포병 포격,12
0x000BDEF4,泗白庶書曝悖,보급 대대,12
0x000BDF27,恂綜結訣数劑,기갑대,12
0x000BDF5B,欄曙糾去装國,전차 배치,12
0x000BDFC1,尓註麹誌苧悗,보병 지원,12
0x000BE028,剳綜詩諮漠洶,포병,12
0x000BE08E,恂虫結旧藷辨,기갑 전개,12
0x000BE0C1,棊聡詞訣数圍,전차대,12
0x000BE0F5,專錘轟国漠,기갑 포격,10
0x000BE128,椁荘庶薯伏,방어,10
0x000BE15B,恂衷詩書副,전차 방어,10
0x000BE18E,沽註渚資爆,포병 방어,10
0x000BE1C1,摎盗緒薯復,보병 공세,10
0x000BE227,泗盗轟克送擂,포병 사격,12
0x000BE25B,囎酎髄猪悗,전차 공세,10
0x000BE28E,剪渚血賜麿,기갑 공세,10
0x000BE2C1,尓註誌藻辨,포병 진격,10
0x000BE2F4,尓註緒藻圈,보병 진격,10
0x000BE327,囈綜克崇慢,기갑 진격,10
0x000BE3F3,囀錘訣崇慢,전차대,10
0x000BE426,對随麹書爆洽,전차 돌격,12
0x000BE459,恤綜血署祷椥,방어,12
0x000BE48C,恂淘瑞蒼梨,보병대,10
0x000BE4BF,摯錐活褐国痢,기갑 공격,12
0x000BE4F2,椈白瑞崇伏洶,보병대,12
0x000BE559,囀曙糾葛藷劬,기갑대,12
0x000BE58C,摯虫結月藻圓,전차대,12
0x000BE5BF,恃詞渇炎倹復,포병대,12
0x000BE659,囈錐穴褐賜辧,보병 부대,12
0x000BE6BF,摎虫糾炎件莫,기갑 부대,12
0x000BE6F2,棊虫穴沿煙据,전차 부대,12
0x000BE726,尠聡詞刻苧擱,포병 부대,12
0x000BE78C,泅舞詩克藻國,보병 전력,12
0x000BE7BF,攪柏轟血薯个,전차 전력,12
0x000BE7F3,囎曙糾轄藷乢,기갑 전력,12
0x000BE826,尠聡克克走棹,포병 전력,12
0x000BE859,撕虫詞去装擂,보병 공격,12
0x000BE88C,泅盗庶克枢悧,전차 공격,12
0x000BE8BF,攪棟詩月藻擘,포병 공격,12
0x000BE8F3,囎随庶書縛,기갑 부대,10
0x000BE926,尠聡試賜復,포병,10
0x000BE959,恬酎草蒼璃,보병 진격,10
0x000BE98C,恫衷渚諮答,전차 돌격,10
0x000BE9F2,摎酎錘書麿,기갑 공격,10
0x000BEA25,恃随詩署祷洽,기갑 공격,12
0x000BEA58,摶酎随髄副,포병 포격,10
0x000BEA8B,恃庶詩諮祷洫,방어,12
0x000BEABF,嵐註署蒼圓,방어,10
0x000BEAF1,椁聡誌髄爆,전차 폭격,10
0x000BEB57,椁聡庶薯漠,기갑 방어,10
0x000BEB8B,剴随緒崇痢,포병 진지,10
0x000BEBF1,對酎髄瀦劬,전차 지원,10
0x000BEC57,摶註庶諮著洽,전차 방어,12
0x000BEC8A,摧詩旧月走悸,포병 방어,12
0x000BECBD,泄曙滑演且莫,기갑 방어,12
0x000BECF1,囀渚血克痘,보병 돌파,10
0x000BED24,專轟糾葛助岔,폭격 지원,12
0x000BED58,卵詩血諮爆,포병 공격,10
0x000BED8A,恃曙糾焔賜勍,화염 보병,12
0x000BEDBE,剴視糾件走,기갑 기동,10
0x000BEE24,囈錘結件猪抬,공성 전차,12
0x000BEE57,攪注糾葛国里,국경 방어,12
0x000BEE8B,尠草署樗理,보병 정찰,10
0x000BEEBE,囎酔糾去趨舉,돌격 부대,12
0x000BEEF1,椈棟詩諮当擡,전술 포병,12
0x000BEF24,棘拍克署苧,전차 방어,10
0x000BEF57,棘桃血刻装屮,기갑 장비,12
0x000BEF8B,攪聡瑞蒼理,기갑대,10
0x000BEFBD,泅武克署迫悧,보병 압박,12
0x000BEFF1,棘盗髄駐梨,포병 주둔,10
0x000BF0F0,棘桃訣諮苧棣,기갑 전술,12
0x000BF322,攪総穴去著擡,대전차 포병,12
0x000BF422,尓総給月痘擧,보급 대대,12
0x000BF455,棘武詩刻痘浣,기갑 수색,12
0x000BF488,泓虫結去苧舉,보병 돌격,12
0x000BF5BC,撕柏詩国迫棹,포병 진지,12
0x000BFB54,泗箔鋳薄悒,보병대,10
0x000BFBBB,攪部湯漠棗,기갑대,10
0x000BFC21,泗抹粕葺椒,전차대,10
0x000BFC54,摎白涛薄圈,포병대,10
0x000BFCBB,尠酎駐薄屬,수색 대대,10
0x000BFE87,沽末部侭洫,전차 부대,10
0x000C0285,棘藍舶迄悗,포병 부대,10
0x000C041F,尢俣燈蕗擘,기갑 부대,10
0x000C0453,悁劔剱,마검,6
0x000C05B9,棡囮囿,쌍마검,6
0x000C0785,撥劍屐,파쇄검,6
0x000C0C14,東助津,파쇄검,6
0x000C0C61,暑杲霹,삽총간,6
0x000C0CDF,賜児丙,동조진,6
0x000C0D2B,嵩椙恍,서고벽,6
0x000C0D44,柾博據,사아병,6
0x000C0DE5,籌蒻跌,숭삼황,6
0x000C0E10,藻卵墟,정박거,6
0x000C0E74,髮貯兆,주약질,6
0x000C0EC5,末沫払,조란허,6
0x000C0F40,沫剿葎,섬멸전,6
0x000C100C,撕悁垓,돌파대,6
0x000C1072,屁悁楮,경보병,6
0x000C10C1,撈悃屐,수송대,6
0x000C2927,矣粫鴈,비연저,6
0x000C36B5,珞肄韲,로곤극,6
0x000C3B7E,珮粤銕,의녀안,6
0x000C4756,韈鉞裨,락이제,6
0x000C4A23,珮粤跛,패월철,6
0x000C4FB5,惧椌泪,말월비,6
0x000C7694,死÷←,전멸,6
0x000C9989,聶贔粫裲鈿,보병 부대,10
0x000C9CFF,韋裄跚,추행려,6
0x000CA4A6,耜銖瞿,포추고,6
0x000CA7BF,袱肚跚,위행산,6
0x000CA956,葢粳裙,사수구,6
0x000CAA21,粡肆鉞,복두산,6
0x000CAAED,跋蓙釟,개갱군,6
0x000CABB9,跏蓍猴,동사월,6
0x000CAF6B,珞韆琲,발좌팔,6
0x000CB038,鴃贖蕘,가시후,6
0x000CB341,趺粫籏,락천배,6
0x000CB606,跟蓊肭,격속요,6
0x000CB6D2,砒裹鴾,부이기,6
0x000CC993,肅聶蓊,근옹눌,6
0x000CD0B8,裹籥粱,비과모,6
0x000CF837,珮肓鳰,숙섭옹,6
0x000D0688,矣珮矣珮矮鴃,정찰 대대,12
0x000D1172,粐籵籵聽粤肛,방공 포병,12
0x000D3780,齎粱獺,과약량,6
0x000D391F,蓙珀粱鞦跣,전차 중대,10
0x000D3AB5,釋碌瞹,재량달,6
0x000D3D1C,赳蓍韶,갈총구,6
0x000D4AF8,鳧聹玳,석록애,6
0x000D5BE4,珥跏鴆,규시소,6
0x000D5E4C,珥趾鴆,부영대,6
0x000D631C,珀蓙韵,이가짐,6
0x000D64B7,珥跏鴆,이지짐,6
0x000D671F,珥跏鴆,규시소,6
0x000D6F25,珥跏鴆,규시소,6
0x000D73F5,珀跏韵,이점짐,6
0x000D7700,撕蕪崇当屶,포병 중대,10
0x000D77BB,吹ｆ燕嵩繭悄,공중 지원,12
0x000D77CA,沱尨武濠歯悒,기계화 보병,12
0x000D7A30,泝剳涛燈劑,기갑 중대,10
0x000D7AFF,尠薄屐,이가짐,6
0x000D7F00,撓葡獄,박가운,6
0x000D822C,沮剳錐燕丼,보병 중대,10
0x000D82F8,沮剿盗濠硲,전차 소대,10
0x000D83C3,撥剿盗濠鴛,포병 소대,10
0x000D8490,沮剿盗濠摺,기갑 소대,10
0x000D855B,沮囗白詞遠,보병 분대,10
0x000D8628,沮囑白詞匠,전차 분대,10
0x000D86F4,沮囗蕪庶骨,포병 분대,10
0x000D87BF,沮囗蕪錘告,포병 중대,10
0x000D8955,撥囗蕪随濠汚,중장갑 부대,12
0x000D8A21,撩囗蕪衷轟除,중포병 제압,12
0x000D9C4A,攪盗貯,선박극,6
0x000DA90B,沾撩屁悃泯,정찰대,10
0x000DA9D9,沺棍棔,요포옥,6
0x000DB851,蓙聳胚,교도저,6
0x000DE4CE,尸囃浤,전곤혼,6
0x000DF85A,刳ц葛援│,지원 포병,10
0x000DF917,蒹珎頽,좌용배,6
0x000DFB7F,鱆銕裄,시찬굉,6
0x000E0BC0,矮葢跪,겸진퇴,6
0x000E9124,戟÷淋,신아장,6
0x000E9B00,о椛伴,유촉자,6
0x000E9B4C,捩ｊ理,극÷림,6
0x000E9E02,籵鈑跋,о화반,6
0x000EB0D2,鞏裨籖,려ｊ리,6
0x000EB19E,竟蒹趾,데판발,6
0x000EB2D2,鳧跚赱,공비첨,6
0x000EB46C,跋蒿韆,경겸지,6
0x000EB56D,鴈矣鱠,부산주,6
0x000EB66E,韃璢鈞,발호천,6
0x000EB6A1,鉉粤釿,안의회,6
0x000EB76E,裴粃鈑,달류균,6
0x000EC1D1,鉋鱠鈑,현월근,6
0x000EC204,竟趺鞴,배비판,6
0x000EFC47,趁矮蓚,포회판,6
0x000F208F,齏韜聘,경부비,6
0x000F2251,鱚袢裄,진애수,6
0x000F2320,鞐獨聨,제도빙,6
0x000F3522,鵁裄礦,희반행,6
0x000F3927,裴籖萵,교독련,6
0x000F3B10,韜琅袁,교행광,6
0x000F3C55,鴈聰蓊,배첨와,6
0x000F3D9A,竟赳珀,도랑원,6
0x000F3EDF,鴆鞳籥,안총옹,6
0x000F4241,蕪搭槧,경규박,6
0x000F43E1,蓚粐赳,짐답약,6
0x000F474F,沐酷当囑屐,전차 부대,10
0x000F4881,泅棟倦,무탑참,6
0x000F4DAF,粭趾銜,수로규,6
0x000F7E17,譫棘擺,수동권,6
0x000F8288,簔靜躓,합지함,6
0x000FD2D8,鰲珥礪,섬극파,6
0x000FD9D0,憤莫榁,사정지,6
0x000FEDD1,撩嚮ш誌況,기갑 지원,10
0x0010674F,褌韋鰤,애채보,6
0x00106900,粤鱠瞽,소진빙,6
0x00106C70,聽矮跼,곤위사,6
0x00107F93,鈞鞳礦,월회고,6
0x00108A29,憧蓊猾,청왜국,6
0x00108F67,籟琅裘,균탑광,6
0x00109187,頌珥贇,동옹활,6
0x001096CC,卆鰡跂,뢰랑구,6
0x00109B5C,蒄肅聆,송이빈,6
0x0010A398,聹蓊聘,졸류기,6
0x0010AD10,簪釉襌,도개누,6
0x0010B44D,鵆獰赱,퇴사사,6
0x0010BB18,囈綜克走圉,보병 돌격,10
0x0010CB51,泅囹履囹圈,방어 진지,10
0x0010CCAB,屁劔粕劔剱,전차 공격,10
0x0010E5D0,翊盗服,잠유단,6
0x0010E7A4,韲鰲籖,익도복,6
0x0010EDDD,紫歯涓,제오첨,6
0x0010F194,鉤鳰鱆,고이비,6
0x00110389,瘋相奥,자치연,6
0x00110393,璢鉗韈跏獸,중포병,10
0x00110455,薗衰岫,구예장,6
0x00110946,ｅ猿復,풍상오,6
0x00111216,沱尹劒屎泛,보급 부대,10
0x00111A20,沮囗蘭沫劈,대전차포,10
0x00111E22,沱囗覧利囿,기갑 방어,10
0x00111FBD,棡囗覧利圉,방어,10
0x00115B14,瑞諮嗇,원쇠수,6
0x00116F18,裔璢頏,e원복,6
0x00117C53,鰥鰡褻,서자색,6
0x0011834F,靺趙鴪,예류항,6
0x00119AA4,盍悁整,환류설,6
0x0011A815,鱠砌袰,말조율,6
0x0011C542,瞰瑕贔,합연정,6
0x0011C791,籘珸鈞,회체모,6
0x0011D08A,琅跏蓆,감하비,6
0x0011D4E1,鱸韈鉈,등오균,6
0x0011F083,琳鞦衲,낭가석,6
0x0011F420,聢銕銖鈑裄,전차 포격,10
0x0011F66E,洒顰霎,노말타,6
0x001200C0,睿贖瑯,임추납,6
0x00120299,頽矼袮,쇄빈삽,6
0x00120337,鞐碎賽,예속랑,6
0x001203A3,鱶韈蒹,퇴강니,6
0x00120855,琺簧贐,하쇄새,6
0x0012140F,齏蔟贓,등오균,6
0x00121617,鶯銓醫,랑가석,6
0x001216A6,睹釿矼,제족장,6
0x00122063,蒹粤聨,앵전의,6
0x001220B6,胖珞釁,도근강,6
0x0012329F,飜珞粐,겸월련,6
0x00123829,莟砌蓐,반락흔,6
0x0012408B,蓍齏釛,번락려,6
0x001240F8,冐粳簽,함체욕,6
0x00124210,堡矜粫,시제륵,6
0x0012AC0B,肭鮹復,보병,6
0x0012AC72,碆霈猪,기갑,6
0x0012AEA7,跏靆桾,전차,6
0x0012AEC1,跌筝万,포병,6
0x0012FC03,酘趁粳,괴흔슬,6
0x0012FEB6,跪蓁睾,오비령,6
0x0012FFC8,鳫琅袢,두진갱,6
0x001301E5,砒珥矗肅釵,전차대,10
0x001302F4,跿袒矮,궤진고,6
0x001303A6,籖砒肄,안랑반,6
0x00130492,珥趺蓍鉅鈞,보병대,10
0x001304B8,袿砒蒹,도단왜,6
0x001307C5,蒂璢砌蓙鱆,포병대,10
0x001308D9,矗粐蒻,첨비이,6
0x00130A18,珸粡聆,괘비겸,6
0x00130C09,袱琅肄鉗鞴,기갑대,10
0x00131964,珀矣蒹,촉로약,6
0x00131B8A,砒珈瞽,오동령,6
0x00131CDF,鉞蓊粲,박의겸,6
0x00131D19,鳧肭贔,비가고,6
0x00131FCB,粐粡跚,월옹찬,6
0x00132083,聳蒿矇,부눌비,6
0x001321EF,粤玻趾,용호몽,6
0x00132342,鈕鉗鉅,진백와,6
0x00132499,碎蒹銜,월파지,6
0x0013260E,砒褌蒡,유겸거,6
0x00132637,跌矜瞻,쇄겸함,6
0x001339EE,硴鱚跂,보병,6
0x00134037,鉅鳰瞽,기갑,6
0x0013432C,珮跂肬,전차,6
0x00134BB5,蒿跂肛,포병,6
0x00134DD5,赧韜韲,대대,6
0x00134F22,玻聿珎,호기항,6
0x00134FA8,砠鳰鳫,난도제,6
0x00135144,瑕趾聰砒韭,전차 부대,10
0x0013521D,趁跼跚,파율진,6
0x001353A7,粐聽矚,저입안,6
0x001357ED,葢琅鈕肄鈿,기갑 부대,10
0x00135D8D,鈕蒟鱇,보병대,6
0x00135FAB,裃褄鈔蒹籔,보병대,10
0x001360BC,袰褄鞣粃瞠,기갑대,10
0x00136612,釵肅裹鉗猾,전차대,10
0x001375E3,蓚鈬蓙跂肆,포병대,10
0x001376F4,裙鉉跂粐硼,보병 중대,10
0x001378BE,齏趙籬,기갑대,6
0x00137B79,粐聿籬,전차대,6
0x00137E15,裔趾鉋,포병대,6
0x00138171,鉗矮獗,정찰대,6
0x001385AE,沐去薄錐鰍,기갑 중대,10
0x00139057,矗獪袍,돌격대,6
0x001398D7,韈裴籐,이금잠,6
0x0013DC52,鞣矼鵄,연검초,6
0x0013E0C4,鱚粭鴪,말배등,6
0x0013E0F7,鞣珞鈿,유강치,6
0x00141D7E,恪竃憔,희합율,6
0x00143239,砠篳糴,유락전,6
0x00143394,籖肆趺,각조초,6
0x00143461,鱸鱸鉈,저필적,6
0x0014642A,裔蓍鴈,첨사부,6
0x0014667B,鉈鞣糘,노노타,6
